YearWeek,Percentage,State,Entropy,Actions,stat_code,act_code
2015_14,1.72413793103448,very_low,2.61820442647735,low,0,0
2019_18,0.473186119873817,very_low,4.48504116067901,high,0,2
2019_2,0.652173913043478,very_low,3.97232082140805,medium,0,1
2020_17,22.9338842975207,medium,4.21745109141943,high,2,2
